Indicator,Year,Geography,FIPS,Cases,Rate per 100000
HIV diagnoses,2022,"Gwinnett County, GA",13135,209,26
HIV diagnoses,2022,"Haakon County, SD",46055,0,0
HIV diagnoses,2022,"Habersham County, GA",13137,Data suppressed,Data suppressed
HIV diagnoses,2022,"Haines Borough, AK",02100,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hale County, AL",01065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hale County, TX",48189,Data suppressed,Data suppressed
HIV diagnoses,2022,"Halifax County, NC",37083,5,12.3
HIV diagnoses,2022,"Halifax County, VA",51083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hall County, GA",13139,28,15.7
HIV diagnoses,2022,"Hall County, NE",31079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hall County, TX",48191,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hamblen County, TN",47063,5,9.2
HIV diagnoses,2022,"Hamilton County, FL",12047,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hamilton County, IA",19079,0,0
HIV diagnoses,2022,"Hamilton County, IL",17065,0,0
HIV diagnoses,2022,"Hamilton County, IN",18057,9,3
HIV diagnoses,2022,"Hamilton County, KS",20075,0,0
HIV diagnoses,2022,"Hamilton County, NE",31081,0,0
HIV diagnoses,2022,"Hamilton County, NY",36041,0,0
HIV diagnoses,2022,"Hamilton County, OH",39061,93,13.5
HIV diagnoses,2022,"Hamilton County, TN",47065,46,14.5
HIV diagnoses,2022,"Hamilton County, TX",48193,0,0
HIV diagnoses,2022,"Hamlin County, SD",46057,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hampden County, MA",25013,31,7.9
HIV diagnoses,2022,"Hampshire County, MA",25015,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hampshire County, WV",54027,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hampton City, VA",51650,26,22.3
HIV diagnoses,2022,"Hampton County, SC",45049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hancock County, GA",13141,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hancock County, IA",19081,0,0
HIV diagnoses,2022,"Hancock County, IL",17067,0,0
HIV diagnoses,2022,"Hancock County, IN",18059,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hancock County, KY",21091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hancock County, ME",23009,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hancock County, MS",28045,5,12.5
HIV diagnoses,2022,"Hancock County, OH",39063,0,0
HIV diagnoses,2022,"Hancock County, TN",47067,0,0
HIV diagnoses,2022,"Hancock County, WV",54029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hand County, SD",46059,0,0
HIV diagnoses,2022,"Hanover County, VA",51085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hansford County, TX",48195,0,0
HIV diagnoses,2022,"Hanson County, SD",46061,0,0
HIV diagnoses,2022,"Haralson County, GA",13143,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hardee County, FL",12049,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hardeman County, TN",47069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hardeman County, TX",48197,0,0
HIV diagnoses,2022,"Hardin County, IA",19083,0,0
HIV diagnoses,2022,"Hardin County, IL",17069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hardin County, KY",21093,6,6.5
HIV diagnoses,2022,"Hardin County, OH",39065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hardin County, TN",47071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hardin County, TX",48199,5,10.5
HIV diagnoses,2022,"Harding County, NM",35021,0,0
HIV diagnoses,2022,"Harding County, SD",46063,0,0
HIV diagnoses,2022,"Hardy County, WV",54031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Harford County, MD",24025,12,5.4
HIV diagnoses,2022,"Harlan County, KY",21095,0,0
HIV diagnoses,2022,"Harlan County, NE",31083,0,0
HIV diagnoses,2022,"Harmon County, OK",40057,0,0
HIV diagnoses,2022,"Harnett County, NC",37085,9,8
HIV diagnoses,2022,"Harney County, OR",41025,0,0
HIV diagnoses,2022,"Harper County, KS",20077,0,0
HIV diagnoses,2022,"Harper County, OK",40059,0,0
HIV diagnoses,2022,"Harris County, GA",13145,Data suppressed,Data suppressed
HIV diagnoses,2022,"Harris County, TX",48201,"1,255",32.1
HIV diagnoses,2022,"Harrison County, IA",19085,0,0
HIV diagnoses,2022,"Harrison County, IN",18061,Data suppressed,Data suppressed
HIV diagnoses,2022,"Harrison County, KY",21097,Data suppressed,Data suppressed
HIV diagnoses,2022,"Harrison County, MO",29081,0,0
HIV diagnoses,2022,"Harrison County, MS",28047,42,23.9
HIV diagnoses,2022,"Harrison County, OH",39067,0,0
HIV diagnoses,2022,"Harrison County, TX",48203,6,10.3
HIV diagnoses,2022,"Harrison County, WV",54033,Data suppressed,Data suppressed
HIV diagnoses,2022,"Harrisonburg City, VA",51660,5,11.2
HIV diagnoses,2022,"Hart County, GA",13147,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hart County, KY",21099,0,0
HIV diagnoses,2022,"Hartford County, CT",09003,Data not available,Data not available
HIV diagnoses,2022,"Hartley County, TX",48205,Data suppressed,Data suppressed
HIV diagnoses,2022,"Harvey County, KS",20079,Data suppressed,Data suppressed
HIV diagnoses,2022,"Haskell County, KS",20081,0,0
HIV diagnoses,2022,"Haskell County, OK",40061,0,0
HIV diagnoses,2022,"Haskell County, TX",48207,0,0
HIV diagnoses,2022,"Hatillo Municipio, PR",72065,5,14.7
HIV diagnoses,2022,"Hawaii County, HI",15001,11,6.3
HIV diagnoses,2022,"Hawkins County, TN",47073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hayes County, NE",31085,0,0
HIV diagnoses,2022,"Hays County, TX",48209,23,10.2
HIV diagnoses,2022,"Haywood County, NC",37087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Haywood County, TN",47075,Data suppressed,Data suppressed
HIV diagnoses,2022,"Heard County, GA",13149,0,0
HIV diagnoses,2022,"Hemphill County, TX",48211,0,0
HIV diagnoses,2022,"Hempstead County, AR",05057,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henderson County, IL",17071,0,0
HIV diagnoses,2022,"Henderson County, KY",21101,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henderson County, NC",37089,5,4.8
HIV diagnoses,2022,"Henderson County, TN",47077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henderson County, TX",48213,7,9.8
HIV diagnoses,2022,"Hendricks County, IN",18063,23,15.1
HIV diagnoses,2022,"Hendry County, FL",12051,5,14.7
HIV diagnoses,2022,"Hennepin County, MN",27053,121,11.4
HIV diagnoses,2022,"Henrico County, VA",51087,37,13.1
HIV diagnoses,2022,"Henry County, AL",01067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henry County, GA",13151,57,27.5
HIV diagnoses,2022,"Henry County, IA",19087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henry County, IL",17073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henry County, IN",18065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henry County, KY",21103,0,0
HIV diagnoses,2022,"Henry County, MO",29083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Henry County, OH",39069,0,0
HIV diagnoses,2022,"Henry County, TN",47079,6,21.5
HIV diagnoses,2022,"Henry County, VA",51089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Herkimer County, NY",36043,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hernando County, FL",12053,11,6.1
HIV diagnoses,2022,"Hertford County, NC",37091,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hettinger County, ND",38041,0,0
HIV diagnoses,2022,"Hickman County, KY",21105,0,0
HIV diagnoses,2022,"Hickman County, TN",47081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hickory County, MO",29085,0,0
HIV diagnoses,2022,"Hidalgo County, NM",35023,0,0
HIV diagnoses,2022,"Hidalgo County, TX",48215,98,14.1
HIV diagnoses,2022,"Highland County, OH",39071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Highland County, VA",51091,0,0
HIV diagnoses,2022,"Highlands County, FL",12055,6,6.4
HIV diagnoses,2022,"Hill County, MT",30041,0,0
HIV diagnoses,2022,"Hill County, TX",48217,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hillsborough County, FL",12057,283,22.1
HIV diagnoses,2022,"Hillsborough County, NH",33011,14,3.8
HIV diagnoses,2022,"Hillsdale County, MI",26059,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hinds County, MS",28049,77,42.2
HIV diagnoses,2022,"Hinsdale County, CO",08053,0,0
HIV diagnoses,2022,"Hitchcock County, NE",31087,0,0
HIV diagnoses,2022,"Hocking County, OH",39073,0,0
HIV diagnoses,2022,"Hockley County, TX",48219,0,0
HIV diagnoses,2022,"Hodgeman County, KS",20083,0,0
HIV diagnoses,2022,"Hoke County, NC",37093,15,34.9
HIV diagnoses,2022,"Holmes County, FL",12059,Data suppressed,Data suppressed
HIV diagnoses,2022,"Holmes County, MS",28051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Holmes County, OH",39075,0,0
HIV diagnoses,2022,"Holt County, MO",29087,0,0
HIV diagnoses,2022,"Holt County, NE",31089,0,0
HIV diagnoses,2022,"Honolulu County, HI",15003,54,6.4
HIV diagnoses,2022,"Hood County, TX",48221,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hood River County, OR",41027,0,0
HIV diagnoses,2022,"Hooker County, NE",31091,0,0
HIV diagnoses,2022,"Hoonah-Angoon Census Area, AK",02105,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hopewell City, VA",51670,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hopkins County, KY",21107,5,13.3
HIV diagnoses,2022,"Hopkins County, TX",48223,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hormigueros Municipio, PR",72067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Horry County, SC",45051,50,14.8
HIV diagnoses,2022,"Hot Spring County, AR",05059,5,17.4
HIV diagnoses,2022,"Hot Springs County, WY",56017,0,0
HIV diagnoses,2022,"Houghton County, MI",26061,0,0
HIV diagnoses,2022,"Houston County, AL",01069,19,21
HIV diagnoses,2022,"Houston County, GA",13153,26,18.6
HIV diagnoses,2022,"Houston County, MN",27055,0,0
HIV diagnoses,2022,"Houston County, TN",47083,0,0
HIV diagnoses,2022,"Houston County, TX",48225,Data suppressed,Data suppressed
HIV diagnoses,2022,"Howard County, AR",05061,Data suppressed,Data suppressed
HIV diagnoses,2022,"Howard County, IA",19089,0,0
HIV diagnoses,2022,"Howard County, IN",18067,10,14.3
HIV diagnoses,2022,"Howard County, MD",24027,21,7.5
HIV diagnoses,2022,"Howard County, MO",29089,0,0
HIV diagnoses,2022,"Howard County, NE",31093,0,0
HIV diagnoses,2022,"Howard County, TX",48227,Data suppressed,Data suppressed
HIV diagnoses,2022,"Howell County, MO",29091,0,0
HIV diagnoses,2022,"Hubbard County, MN",27057,0,0
HIV diagnoses,2022,"Hudson County, NJ",34017,155,25.9
HIV diagnoses,2022,"Hudspeth County, TX",48229,0,0
HIV diagnoses,2022,"Huerfano County, CO",08055,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hughes County, OK",40063,0,0
HIV diagnoses,2022,"Hughes County, SD",46065,0,0
HIV diagnoses,2022,"Humacao Municipio, PR",72069,5,11.2
HIV diagnoses,2022,"Humboldt County, CA",06023,9,7.7
HIV diagnoses,2022,"Humboldt County, IA",19091,0,0
HIV diagnoses,2022,"Humboldt County, NV",32013,0,0
HIV diagnoses,2022,"Humphreys County, MS",28053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Humphreys County, TN",47085,0,0
HIV diagnoses,2022,"Hunt County, TX",48231,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hunterdon County, NJ",34019,Data suppressed,Data suppressed
HIV diagnoses,2022,"Huntingdon County, PA",42061,Data suppressed,Data suppressed
HIV diagnoses,2022,"Huntington County, IN",18069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Huron County, MI",26063,0,0
HIV diagnoses,2022,"Huron County, OH",39077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hutchinson County, SD",46067,0,0
HIV diagnoses,2022,"Hutchinson County, TX",48233,Data suppressed,Data suppressed
HIV diagnoses,2022,"Hyde County, NC",37095,0,0
HIV diagnoses,2022,"Hyde County, SD",46069,0,0
HIV diagnoses,2022,"Iberia Parish, LA",22045,12,21.4
HIV diagnoses,2022,"Iberville Parish, LA",22047,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ida County, IA",19093,0,0
HIV diagnoses,2022,"Idaho County, ID",16049,0,0
HIV diagnoses,2022,"Imperial County, CA",06025,21,14.7
HIV diagnoses,2022,"Independence County, AR",05063,Data suppressed,Data suppressed
HIV diagnoses,2022,"Indian River County, FL",12061,14,9.3
HIV diagnoses,2022,"Indiana County, PA",42063,Data suppressed,Data suppressed
HIV diagnoses,2022,"Ingham County, MI",26065,17,7
HIV diagnoses,2022,"Inyo County, CA",06027,0,0
HIV diagnoses,2022,"Ionia County, MI",26067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Iosco County, MI",26069,Data suppressed,Data suppressed
HIV diagnoses,2022,"Iowa County, IA",19095,0,0
HIV diagnoses,2022,"Iowa County, WI",55049,0,0
HIV diagnoses,2022,"Iredell County, NC",37097,13,7.8
HIV diagnoses,2022,"Irion County, TX",48235,Data suppressed,Data suppressed
HIV diagnoses,2022,"Iron County, MI",26071,0,0
HIV diagnoses,2022,"Iron County, MO",29093,0,0
HIV diagnoses,2022,"Iron County, UT",49021,Data suppressed,Data suppressed
HIV diagnoses,2022,"Iron County, WI",55051,0,0
HIV diagnoses,2022,"Iroquois County, IL",17075,0,0
HIV diagnoses,2022,"Irwin County, GA",13155,Data suppressed,Data suppressed
HIV diagnoses,2022,"Isabela Municipio, PR",72071,0,0
HIV diagnoses,2022,"Isabella County, MI",26073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Isanti County, MN",27059,Data suppressed,Data suppressed
HIV diagnoses,2022,"Island County, WA",53029,Data suppressed,Data suppressed
HIV diagnoses,2022,"Isle Of Wight County, VA",51093,Data suppressed,Data suppressed
HIV diagnoses,2022,"Issaquena County, MS",28055,0,0
HIV diagnoses,2022,"Itasca County, MN",27061,0,0
HIV diagnoses,2022,"Itawamba County, MS",28057,0,0
HIV diagnoses,2022,"Izard County, AR",05065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jack County, TX",48237,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, AL",01071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, AR",05067,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, CO",08057,0,0
HIV diagnoses,2022,"Jackson County, FL",12063,9,21.6
HIV diagnoses,2022,"Jackson County, GA",13157,7,10.1
HIV diagnoses,2022,"Jackson County, IA",19097,0,0
HIV diagnoses,2022,"Jackson County, IL",17077,5,11.1
HIV diagnoses,2022,"Jackson County, IN",18071,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, KS",20085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, KY",21109,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, MI",26075,9,6.6
HIV diagnoses,2022,"Jackson County, MN",27063,0,0
HIV diagnoses,2022,"Jackson County, MO",29095,106,17.7
HIV diagnoses,2022,"Jackson County, MS",28059,16,13.1
HIV diagnoses,2022,"Jackson County, NC",37099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, OH",39079,0,0
HIV diagnoses,2022,"Jackson County, OK",40065,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jackson County, OR",41029,9,4.7
HIV diagnoses,2022,"Jackson County, SD",46071,0,0
HIV diagnoses,2022,"Jackson County, TN",47087,0,0
HIV diagnoses,2022,"Jackson County, TX",48239,0,0
HIV diagnoses,2022,"Jackson County, WI",55053,0,0
HIV diagnoses,2022,"Jackson County, WV",54035,0,0
HIV diagnoses,2022,"Jackson Parish, LA",22049,Data suppressed,Data suppressed
HIV diagnoses,2022,"James City County, VA",51095,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jasper County, GA",13159,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jasper County, IA",19099,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jasper County, IL",17079,0,0
HIV diagnoses,2022,"Jasper County, IN",18073,0,0
HIV diagnoses,2022,"Jasper County, MO",29097,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jasper County, MS",28061,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jasper County, SC",45053,9,32.4
HIV diagnoses,2022,"Jasper County, TX",48241,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jay County, IN",18075,0,0
HIV diagnoses,2022,"Jayuya Municipio, PR",72073,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jeff Davis County, GA",13161,0,0
HIV diagnoses,2022,"Jeff Davis County, TX",48243,0,0
HIV diagnoses,2022,"Jefferson County, AL",01073,139,25
HIV diagnoses,2022,"Jefferson County, AR",05069,9,16.5
HIV diagnoses,2022,"Jefferson County, CO",08059,26,5.2
HIV diagnoses,2022,"Jefferson County, FL",12065,0,0
HIV diagnoses,2022,"Jefferson County, GA",13163,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, IA",19101,0,0
HIV diagnoses,2022,"Jefferson County, ID",16051,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, IL",17081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, IN",18077,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, KS",20087,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, KY",21111,190,29.2
HIV diagnoses,2022,"Jefferson County, MO",29099,13,6.7
HIV diagnoses,2022,"Jefferson County, MS",28063,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, MT",30043,0,0
HIV diagnoses,2022,"Jefferson County, NE",31095,0,0
HIV diagnoses,2022,"Jefferson County, NY",36045,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, OH",39081,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, OK",40067,0,0
HIV diagnoses,2022,"Jefferson County, OR",41031,0,0
HIV diagnoses,2022,"Jefferson County, PA",42065,0,0
HIV diagnoses,2022,"Jefferson County, TN",47089,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, TX",48245,72,34.7
HIV diagnoses,2022,"Jefferson County, WA",53031,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, WI",55055,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson County, WV",54037,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson Davis County, MS",28065,0,0
HIV diagnoses,2022,"Jefferson Davis Parish, LA",22053,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jefferson Parish, LA",22051,79,22.1
HIV diagnoses,2022,"Jenkins County, GA",13165,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jennings County, IN",18079,0,0
HIV diagnoses,2022,"Jerauld County, SD",46073,0,0
HIV diagnoses,2022,"Jerome County, ID",16053,0,0
HIV diagnoses,2022,"Jersey County, IL",17083,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jessamine County, KY",21113,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jewell County, KS",20089,0,0
HIV diagnoses,2022,"Jim Hogg County, TX",48247,Data suppressed,Data suppressed
HIV diagnoses,2022,"Jim Wells County, TX",48249,0,0
HIV diagnoses,2022,"Jo Daviess County, IL",17085,Data suppressed,Data suppressed
HIV diagnoses,2022,"Johnson County, AR",05071,0,0
HIV diagnoses,2022,"Johnson County, GA",13167,Data suppressed,Data suppressed
HIV diagnoses,2022,"Johnson County, IA",19103,7,5.2
HIV diagnoses,2022,"Johnson County, IL",17087,0,0
HIV diagnoses,2022,"Johnson County, IN",18081,7,5.1
HIV diagnoses,2022,"Johnson County, KS",20091,21,4.1
HIV diagnoses,2022,"Johnson County, KY",21115,0,0
HIV diagnoses,2022,"Johnson County, MO",29101,Data suppressed,Data suppressed
